Action|Reward|In Progress
1|3.3157894736842106|True
1|3.3684210526315788|True
1|3.473684210526316|True
3|4.368421052631579|True
1|4.368421052631579|True
3|4.421052631578947|True
1|3.8421052631578947|True
0|3.8421052631578947|True
1|3.5789473684210527|True
3|3.5789473684210527|True
2|3.5789473684210527|True
1|0.9999999999999998|True
3|0|True
2|0|True
1|1.263157894736842|True
3|1.263157894736842|True
2|0.8421052631578946|True
2|0.0|True
2|0.0|True
2|0.0|True
3|0|True
2|3.3684210526315788|True
1|1.526315789473684|True
3|1.526315789473684|True
2|3.8421052631578947|True
3|0|True
2|1.9473684210526314|True
2|0|True
2|0|True
2|0|True
2|-1|True
2|-1|True
2|-1|True
3|0|True
2|0|True
3|0.10526315789473661|True
2|3.2631578947368425|True
2|1.473684210526316|True
2|1.473684210526316|True
2|1.473684210526316|True
2|0.47368421052631593|True
2|1.9473684210526319|True
3|2.947368421052632|True
2|2.947368421052632|True
3|0|True
2|0|True
2|0|True
2|0.9999999999999998|True
2|0.9999999999999998|True
2|-2.220446049250313e-16|True
3|3.6315789473684212|True
2|0.4736842105263156|True
3|0|True
2|4.0|True
1|2.1052631578947367|True
3|2.1052631578947367|True
1|4.947368421052632|True
1|4.736842105263158|True
3|4.736842105263158|True
1|4.736842105263158|True
3|0|True
2|4.421052631578947|True
1|2.0|True
3|2.8947368421052633|True
2|4.2105263157894735|True
2|0.6842105263157894|True
2|0.9473684210526317|True
2|0.9473684210526317|True
2|-0.05263157894736825|True
2|-0.3157894736842106|True
2|-0.3157894736842106|True
3|0.6842105263157894|True
1|1.4210526315789473|True
2|0|True
1|2.1052631578947367|True
3|2.1052631578947367|True
2|2.1052631578947367|True
2|0|True
2|0|True
2|0|True
2|-1|True
2|-1|True
2|-1|True
2|-1|True
3|0|True
2|3.2631578947368425|True
2|1.0526315789473684|True
2|1.0526315789473684|True
2|2.947368421052632|True
2|1.9473684210526319|True
2|1.9473684210526319|True
3|2.789473684210526|True
2|1.842105263157895|True
1|0.21052631578947378|True
3|0.21052631578947378|True
2|4.7894736842105265|True
1|4.631578947368421|True
3|4.631578947368421|True
2|4.631578947368421|True
2|4.631578947368421|True
2|4.631578947368421|True
2|4.631578947368421|True
2|3.6315789473684212|True
3|4.631578947368421|True
2|4.631578947368421|True
1|0.3157894736842104|True
1|0.21052631578947378|True
1|0|True
1|-0.6842105263157896|False
