Action|Reward|In Progress
1|3.6315789473684212|True
1|3.473684210526316|True
1|3.6315789473684212|True
3|4.631578947368421|True
1|4.473684210526316|True
0|4.473684210526316|True
1|4.052631578947368|True
3|4.052631578947368|True
1|4.842105263157895|True
1|4.526315789473684|True
3|4.2631578947368425|True
1|4.473684210526316|True
1|4.526315789473684|True
3|0|True
2|0|True
3|0|True
2|4.631578947368421|True
2|0|True
3|2.789473684210526|True
2|2.789473684210526|True
1|2.789473684210526|True
3|1.4210526315789473|True
2|0|True
2|1.105263157894737|True
2|1.105263157894737|True
2|1.105263157894737|True
2|0.10526315789473695|True
2|0.10526315789473695|True
3|1.105263157894737|True
2|1.105263157894737|True
1|0|True
3|2.6842105263157894|True
2|2.6842105263157894|True
1|1.473684210526316|True
3|1.473684210526316|True
2|0|True
3|2.526315789473684|True
2|0.8947368421052632|True
2|0.1578947368421052|True
2|0.1578947368421052|True
2|0.1578947368421052|True
2|-0.8421052631578948|True
2|-0.8421052631578948|True
2|-0.8421052631578948|True
2|-0.8421052631578948|True
2|-0.8421052631578948|True
2|-0.8421052631578948|True
2|-0.8421052631578948|True
3|0.1578947368421052|True
2|0.1578947368421052|True
3|0.1578947368421052|True
2|0.1578947368421052|True
3|0.26315789473684237|True
2|0.26315789473684237|True
1|0.368421052631579|True
3|0.368421052631579|True
1|0|True
2|0|True
1|0.10526315789473661|True
0|0.10526315789473661|True
3|0.10526315789473661|True
2|0.10526315789473661|True
1|0.10526315789473661|True
3|0.4736842105263156|True
2|0.4736842105263156|True
3|0.4736842105263156|True
1|0|True
2|0|True
1|1.4210526315789473|True
3|1.4210526315789473|True
1|1.4210526315789473|True
2|1.4210526315789473|True
1|2.368421052631579|True
3|2.368421052631579|True
2|2.368421052631579|True
2|2.473684210526316|True
2|2.473684210526316|True
2|2.473684210526316|True
2|1.473684210526316|True
2|1.473684210526316|True
2|1.473684210526316|True
2|1.473684210526316|True
2|1.473684210526316|True
3|2.473684210526316|True
2|2.473684210526316|True
3|0.8421052631578946|True
2|0.8421052631578946|True
1|2.210526315789474|True
3|2.210526315789474|True
2|2.210526315789474|True
2|0.5789473684210528|True
2|0.5789473684210528|True
1|0.5789473684210528|True
3|0.5789473684210528|True
2|0.5789473684210528|True
2|0|True
2|0|True
2|0|True
2|-1|True
2|-1|True
3|0|True
2|0|True
1|0.1578947368421052|True
3|0.1578947368421052|True
2|0.052631578947368585|True
1|0|True
3|0|True
2|0|True
2|0.7894736842105265|True
2|0.7894736842105265|True
2|0.7894736842105265|True
1|2.736842105263158|True
1|3.3157894736842106|True
1|3.3684210526315788|True
1|3.3157894736842106|False
