Action|Reward|In Progress
1|3.421052631578947|True
1|3.421052631578947|True
1|3.578947368421052|True
3|4.368421052631579|True
1|4.0|True
0|4.0|True
1|3.0|True
3|3.0|True
1|3.6315789473684212|True
1|3.3157894736842106|True
3|3.3157894736842106|True
2|3.5789473684210527|True
3|0.5263157894736842|True
2|0.5263157894736842|True
2|2.421052631578947|True
2|2.421052631578947|True
2|2.421052631578947|True
2|1.421052631578947|True
2|1.421052631578947|True
2|1.421052631578947|True
2|1.421052631578947|True
2|-0.7368421052631576|True
3|0.26315789473684237|True
2|0|True
2|0.42105263157894757|True
3|0.42105263157894757|True
2|1.6842105263157898|True
3|0|True
2|0|True
1|0|True
3|0|True
2|0|True
3|2.368421052631579|True
2|2.368421052631579|True
2|0|True
2|0|True
2|0|True
2|-1|True
2|-1|True
2|-1|True
2|-1|True
2|0.3157894736842106|True
2|-1|True
2|-1|True
2|0.47368421052631593|True
2|1.0|True
2|-1|True
3|1.4210526315789473|True
2|0|True
3|0.052631578947368585|True
1|0|True
2|0|True
1|1.2105263157894735|True
3|1.8947368421052628|True
1|4.2105263157894735|True
0|3.6315789473684212|True
1|3.6315789473684212|True
3|2.3157894736842106|True
1|4.526315789473684|True
2|4.526315789473684|True
1|0|True
3|0.26315789473684237|True
1|0.26315789473684237|True
2|0.26315789473684237|True
1|2.3157894736842106|True
3|0|True
2|0|True
2|0.8947368421052632|True
2|0.8947368421052632|True
2|0.8947368421052632|True
2|2.2631578947368425|True
2|2.2631578947368425|True
2|2.2631578947368425|True
1|2.2631578947368425|True
3|3.2631578947368425|True
2|0.1578947368421052|True
2|0|True
2|1.473684210526316|True
2|1.473684210526316|True
3|1.473684210526316|True
1|0.8947368421052632|True
2|0.8947368421052632|True
3|3.3157894736842106|True
2|3.3157894736842106|True
3|0|True
2|0.10526315789473661|True
1|0|True
3|0|True
2|0.4736842105263156|True
2|1.0526315789473684|True
2|1.0526315789473684|True
2|1.0526315789473684|True
2|0.05263157894736836|True
2|-1|True
2|-1|True
3|0|True
1|0.368421052631579|True
2|0.368421052631579|True
1|0.1578947368421052|True
3|3.68421052631579|True
1|3.68421052631579|True
1|4.0|True
1|4.105263157894737|True
1|4.105263157894737|True
1|3.105263157894737|False
