Action|Reward|In Progress
1|-2.5|True
1|-2.5|True
1|-2.5|True
1|-2.5|True
3|0.736842105263158|True
1|0.736842105263158|True
0|1.105263157894737|True
1|1.105263157894737|True
3|0|True
1|0|True
1|4.157894736842105|True
3|4.315789473684211|True
1|4.578947368421052|True
2|4.842105263157895|True
3|4.578947368421052|True
2|1.4210526315789473|True
1|1.263157894736842|True
3|1.4210526315789473|True
2|3.736842105263158|True
2|4.2105263157894735|True
2|0.5263157894736842|True
2|0.5263157894736842|True
2|0.5263157894736842|True
2|0.5263157894736842|True
2|0.5263157894736842|True
3|0.5263157894736842|True
2|0.5263157894736842|True
1|0.5263157894736842|True
3|0.8421052631578946|True
2|0.8421052631578946|True
3|3.2105263157894735|True
2|0|True
2|0|True
2|0.8421052631578946|True
2|0.8421052631578946|True
2|0.8421052631578946|True
2|0.8421052631578946|True
2|2.1052631578947367|True
3|2.1052631578947367|True
2|2.1052631578947367|True
3|0.9473684210526317|True
2|0.7894736842105265|True
2|0|True
2|1.0526315789473684|True
2|1.0526315789473684|True
2|1.0526315789473684|True
2|1.0526315789473684|True
2|1.0526315789473684|True
2|-2.5|True
2|-2.5|True
2|-2.5|True
3|1.0526315789473684|True
2|0|True
3|0|True
2|3.5789473684210527|True
2|0.6842105263157894|True
3|0|True
1|0|True
3|0.8947368421052632|True
2|0.5263157894736842|True
1|0.5263157894736842|True
3|0.4736842105263156|True
0|2.368421052631579|True
1|0|True
3|0|True
1|0.6315789473684208|True
2|0.6315789473684208|True
1|0.6315789473684208|True
3|0.736842105263158|True
1|0.736842105263158|True
2|3.6315789473684212|True
2|3.6315789473684212|True
2|1.473684210526316|True
2|1.473684210526316|True
2|1.473684210526316|True
2|1.473684210526316|True
3|1.473684210526316|True
2|1.3157894736842106|True
1|2.7368421052631575|True
3|0|True
2|0|True
2|0.42105263157894757|True
2|0.6842105263157894|True
2|0.6842105263157894|True
2|0.6842105263157894|True
2|0.6842105263157894|True
2|0.6842105263157894|True
3|0.6842105263157894|True
2|0.6842105263157894|True
2|2.8947368421052633|True
3|2.7368421052631575|True
2|2.7368421052631575|True
1|2.210526315789474|True
3|2.210526315789474|True
2|2.6315789473684212|True
3|2.6315789473684212|True
2|1.6315789473684212|True
2|0|True
2|0.5789473684210528|True
2|0|True
2|0|True
2|0|True
2|0|True
2|0|True
2|0|True
3|0|True
2|0.1578947368421052|True
3|0.26315789473684237|True
2|0.052631578947368585|True
1|0|True
1|0.21052631578947378|True
1|4.105263157894737|True
1|4.157894736842105|False
